Date	Workout	HeroWod
20050124	for time: 30 pull-ups 50 kettlebell swings, 1.5 pood 75 sit-ups 50 push-ups 30 front squats, 95 pounds 50 back extensions 25 handstand push-ups 30 hang squat cleans, 95 pounds 30 knees to elbows 35 dips 21 snatches, 95 pounds 75 sit-ups	false
20050123	how many times can you take 135 pounds from ground to overhead in 10 minutes?	false
20050122	5 rounds for time of: run 400 meters 7 muscle-ups	false
20050121	rest day	false
20050120	back squat 3-2-2-2-1-1-1-1-1 reps	false
20050119	¬ìcindy¬î complete as many rounds in 20 minutes as you can of:  5 pull-ups  10 push-ups 15 squatsor¬ìmary¬î  complete as many rounds in 20 minutes as you can of:  5 handstand push-ups 10 one legged squats, alternating 15 pull-ups	false
20050118	"""fight gone bad!""this is our famous ¬ìfight gone bad¬î workout. it has been used extensively to prep fighters for the ufc. in this workout you move from each of five stations after a minute. this is a five-minute round from which a one-minute break is allowed before repeating. we¬íve used this in 3 and 5 round versions. today is 3 rounds. the stations are: wall-ball ¬ñ 20 pound ball, 10 ft target. (reps)  sumo deadlift high-pull 75 pounds (reps)  box jump ¬ñ 20¬î box (reps)  push-press 75 pounds (reps)  row ¬ñ calories (calories) the clock does not reset or stop between exercises. on call of ¬ìrotate¬î, the athlete/s must move to next station immediately for good score. one point is given for each rep, except on the rower where each calorie is one point."	true
20050117	rest day	false
20051016	power clean 3-2-2-2-1-1-1-1-1 reps	false
20050115	back squat 3-2-2-2-1-1-1-1-1 reps	false
20050114	push press 3-2-2-2-1-1-1-1-1 reps	false
20050113	rest day	false
20050112	complete as many rounds in twenty minutes as you can of: 10 pull-ups 10 ring dips (or 15 bar dips) 10 lunge steps	false
20050111	¬ìhelen¬îthree rounds for time: run 400 meters 1 ¬ω pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups	false
20050110	for time: 25 handstand push-ups 25 overhead squats, 95 pounds 25 pull-ups 25 double unders 25 pass-throughs 25 one legged squats 25 muscle-ups	false
20050109	rest day	false
20050108	deadlift 10-10-10-10-10-10-10 reps	false
20050107	run 5k	false
20050106	for time: 15,12, and 9 rep rounds of: dumbbell thruster pull-upsfor the thrusters use a pair of dumbbells with each dumbbell¬ís weight equivalent to 1/5 your bodyweight. weight your pull-ups with one of the dumbbells used for the thrusters. placing the dumbbell between the legs above crossed ankles works great.	false
20050105	rest day	false
20050104	3 rounds for time of: row 500 meters 50 dips	false
20050103	complete as many rounds as you can in 20 minutes of: 10 hang squat cleans, 135 pounds 25 wall ball shots, 20 pound ball	false
20050102	3 rounds for time of: run 400 meters 30 overhead squats, 75 pounds 21 pull-ups	false
20050101	rest day	false
20050228	three rounds for time of: run 800 meters 30 pull-ups 40 push-ups 50 squats	false
20050227	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 ¬ω bodyweight bench press: bodyweight clean: ¬æ bodyweight"	true
20050226	rest day	false
20050205	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20050224	¬ìfractured fran¬î  complete 5 rounds for time of:  95-pound thruster, 9 reps 9 pull-ups	false
20050223	2 rounds for time of: 10 standing long jumps 100 ft walking lunge  21 kettlebell swings, 1.5 pood 21 pull-ups 21 burpess 21 ball slams, 20 pound yellow d-ballfollowed by: press overhead 1-1-1 repsthe press overhead can be a push-ress, push-jerk, or split jerk. ramp up over the three reps to a max load.	false
20050222	rest day	false
20050221	five rounds for time of: row 500 meters run 400 meters	false
20050220	complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. there is no rest between exercises.	false
20050219	hang squat clean 3-3-3 reps front squat 3-3-3 reps split jerk 3-3-3 reps	false
20050218	rest day	false
20050217	complete three rounds for time of:  run 800 meters 75 squats 50 sit-ups	false
20050216	complete as many rounds as you can in twenty minutes of:  10 false grip ring pull-ups, pulling hands to the chest 10 ring dips, sinking as low as you can go	false
20050215	snatch 1-1-1-1-1-1-1 reps	false
20050214	rest day	false
20050213	five rounds for time of: row 500 meters 21 ring dips	false
20050212	for time: 185 pound deadlift, 21 reps run 400 meters 21 knees to elbows 185 pound deadlift, 18 reps run 400 meters 18 knees to elbows 185 pound deadlift, 15 reps run 400 meters 15 knees to elbows 185 pound deadlift, 12 reps run 400 meters 12 knees to elbows	false
20050211	7 rounds for time of: hang clean 2 reps 20 pull-ups divide load selected (pounds) by time to completion (seconds).	false
20050210	rest day	false
20050209	7 rounds for time of: push-jerk 2 reps 25 push-ups divide load selected (pounds) by time to completion (seconds).	false
20050208	clean 1-1-1-1-1-1-1-1-1-1 reps	false
20050207	chelsea	false
20050206	rest day	false
20050205	for time: 25 double-unders 25 kettlebell swings, 1.5 pood 25 sit-ups run 400 meters 25 hang squat cleans, 40 pound dumbbells 25 back extensions row 500 meters 25 one-arm snatches, 40 pound dumbbells 25 knees to elbows run 400 meters 25 push press, 40 pound dumbbells 25 stiff-legged deadlifts, 40 pound dumbbells	false
20050104	front squat 10-10-10-10-10 reps	false
20050203	complete as many rounds in twenty minutes as you can of:  run 200 meters 60-pound thrusters, 20 reps 20 inch box step-ups, with 60 pounds, 20 reps 15 pull-ups	false
20050202	rest day	false
20050201	"""diane""21-15-9 reps of: deadlift 225 handstand push-upsthis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps. it¬ís expected that you¬íll need to partition the sets, e.g., deadlift 7-7-7 & handstand push-up 3-3-3-3-3-3-3 as a first round. interval management ¬ñ work/rest timing to optimize time¬ñ is an essential skill. if the load is too much under any partitioning scheme, reduce it. if you need help with the handstand push-up, take it in any manner you can get it. if the handstand push-up (hspu) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). though a less functional press, the standing shoulder press is a closer simulation to the hspu than the more functional push-press or jerk. the point is that there¬ís a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics ¬ñ this will be ¬ìyour diane.¬î"	true
20050331	¬ìhelen¬îthree rounds for time: run 400 meters 1 ¬ω pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups	false
20050330	rest day	false
20050329	for time: 100 l-pull-ups	false
20050328	5 rounds for time of: 45-pound dumbbell hang squat clean thruster, 10 reps run 400 meters	false
20050327	run 10 k	false
20050326	rest day	false
20050325	five rounds for time of: row 500 meters 135 pound bench press, 15 reps.	false
20050324	back squat 3-2-2-2-1-1-1-1-1 reps	false
20050323	complete as many rounds in 20 minutes as you can of:  7 handstand push-ups 12 l-pull-ups	false
20050322	rest day	false
20050321	snatch 1-1-1-1-1-1-1 reps	false
20050320	complete as many rounds in 20 minutes as you can of:  70 pound dumbbell deadlift, 10 reps 3 rope climb, 15 ft	false
20050319	five rounds for time of: 7 muscle-ups run 400 meters	false
20050318	rest day	false
20050317	barbell thruster 1-1-1-1-1-1-1-1-1-1-1-1 reps.	false
20050316	three rounds for time of: run 800 meters 50 wall ball shots, 20 pound ball	false
20050315	¬ìcindy¬î complete as many rounds in 20 minutes as you can of:  5 pull-ups  10 push-ups 15 squats	false
20050314	rest day	false
20050313	for time: 100 ft walking lunge 50 push-ups 50 double-unders 25 knees to elbows 5 rope climb, 15 ft 50 box jump, 24 inch box 25 overhead squats, 65 pounds 25 l-pull-ups 50 sit-ups	false
20050312	dumbell clean and jerk 5-5-5-5-5 reps.go heavy. ground to overhead.	false
20050311	¬ìbarbara¬îfive rounds, each for time of: 20 pull-ups 30 push-ups 40 sit-ups 50 squats	false
20050310	rest day	false
20050309	"diane""21-15-9 reps of: deadlift 225 handstand push-upsthis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps.  it's expected that you'll need to partition the sets, e.g., deadlift 7-7-7 & handstand push-up 3-3-3-3-3-3-3 as a first round. interval management - work/rest timing to optimize time - is an essential skill. if the load is too much under any partitioning scheme, reduce it. if you need help with the handstand push-up, take it in any manner you can get it. if the handstand push-up (hspu) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). though a less functional press, the standing shoulder press is a closer simulation to the hspu than the more functional push-press or jerk. the point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your diane."	false
20050308	run 5k	false
20050307	three rounds, 15-12-and 9 reps, for time of: 135 pound barbell thrusters 45 pound weighted pull-upsfor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.	false
20050306	rest day	false
20050305	three rounds, 21-15- and 9 reps, for time of: handstand push-ups pull-ups	false
20050304	four rounds for time of: run 400 meters 50 squats	false
20050303	ten rounds for time of: 135 lb deadlift, 15 reps 15 push-ups	false
20050302	rest day	false
20050301	complete for time: 95 pound thrusters, 45 reps 45 pull-ups	false
20050430	for time: run 1 mile 100 sit-ups 100 back extensions run 1 milemix and match back extensions and sit-ups as needed.	false
20050429	five rounds for time of: run 400 meters 100 ft walking lunge 35 push-ups	false
20050428	three rounds, 15-12-and 9 reps, for time of: 135 pound barbell thrusters 45 pound weighted pull-upsfor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.	false
20050427	rest day	false
20050426	complete as many rounds in 20 minutes as you can of:  35 pound dumbbell clean and press (or jerk), 10 reps 1 ascent, 15 foot rope (or 7 pull-ups)take dumbbells from ground to overhead each rep. climb rope without legs or post otherwise.	false
20050425	snatch 1-1-1-1-1-1-1 reps	false
20050424	¬ìcindy¬î complete as many rounds in 20 minutes as you can of:  5 pull-ups  10 push-ups 15 squats	false
20050423	rest day	false
20050422	give 30 minutes to handstand and handwalking practice.	false
20050421	three rounds for time of: run 800 meters 25 l-pull-ups 75 pound overhead squats, 30 reps	false
20050420	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 ¬ω bodyweight bench press: bodyweight clean: ¬æ bodyweight"	true
20050419	rest day	false
20050418	three rounds for time of: 7 muscle-ups 225-pound deadlift, 15 reps  row 1000 meters	false
20050417	clean and jerk 1-1-1-1-1-1-1 reps	false
20050416	¬ìangie¬î for time:  100 pull-ups 100 push-ups 100 sit-ups 100 squats	false
20050415	rest day	false
20050414	row 10 k	false
20050413	five rounds for time of: 15 l-pull-ups 21 back extensions	false
20050412	"""fight gone bad!""this is our famous ¬ìfight gone bad¬î workout. it has been used extensively to prep fighters for the ufc. in this workout you move from each of five stations after a minute. this is a five-minute round from which a one-minute break is allowed before repeating. we¬íve used this in 3 and 5 round versions. today is 3 rounds. the stations are: wall-ball ¬ñ 20 pound ball, 10 ft target. (reps)  sumo deadlift high-pull 75 pounds (reps)  box jump ¬ñ 20¬î box (reps)  push-press 75 pounds (reps)  row ¬ñ calories (calories) the clock does not reset or stop between exercises. on call of ¬ìrotate¬î, the athlete/s must move to next station immediately for good score. one point is given for each rep, except on the rower where each calorie is one point."	true
20050411	rest day	false
20050410	"""kelly""five rounds for time of: run 400 meters 30 box jump, 24 inch box 30 wall ball shots, 20 pound ball"	true
20050409	"""diane""21-15-9 reps of: deadlift 225 handstand push-ups"	true
20050408	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20050407	rest day	false
20050406	five rounds for time of: run 400 meters 95 pound good mornings, 21 reps 21 knees to elbows	false
20050405	complete as many rounds as you can in twenty minutes of:  50 lb dumbbell thruster, 7 reps 15 l pull-ups	false
20050404	deadlift 5-5-5-5-5 reps	false
20050403	rest day	false
20050402	run 5k	false
20050401	21-18-15-12-9-6 and 3 rep rounds for time of:35 lb. dumbbell burpee, hang squat clean, thruster pull-upsthe ¬ìdumbbell burpee hang squat clean thruster¬î is a burpee with dumbbells followed by a hang squat clean and then a thruster.	false
20050531	"""tabata something else""complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. there is no rest between exercises."	true
20050530	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20050529	rest day	false
20050528	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20050527	overhead squat 1-1-1-1-1 reps front squat 1-1-1-1-1 reps back squat 1-1-1-1-1 repstry to increase the load on each of the fifteen sets.	false
20050526	for time: 25 double-unders 25 kettlebell swings, 1.5 pood 25 sit-ups run 400 meters 25 hang squat cleans, 40 pound dumbbells 25 back extensions row 500 meters 25 one-arm snatches, 40 pound dumbbells 25 knees to elbows run 400 meters 25 push press, 40 pound dumbbells 25 stiff-legged deadlifts, 40 pound dumbbells	false
